CB,CR,CD,CE,DM,DR,DD,DP,DDm,DE,EE,stablity
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.3071,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.665,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.644,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.102,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.56,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0.363,0
197.3,1.1,37.7,0.56,32.042,1.1,32.7,3.25,1.7,0.5625,0,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.5625,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.264,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.3611,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.3199,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.4469,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.3289,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.36199,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.369,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,1.106,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.2977,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.393,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.3071,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.665,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.644,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.102,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.56,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0.363,0
197.3,1.1,37.7,0.56,60.095,2.1,19.92,6.91,1.7,0.665,0,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.5625,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.264,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.3611,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.3199,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.4469,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.3289,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.36199,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.369,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,1.106,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.2977,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.393,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.3071,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.665,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.644,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.102,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.56,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0.363,0
197.3,1.1,37.7,0.56,86.09,3,39,8,4.02,0.369,0,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.5625,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.264,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.3611,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.3199,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.4469,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.3289,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.36199,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.369,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,1.106,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.2977,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.393,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.3071,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.665,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.644,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.102,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.56,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0.363,0
197.3,1.1,37.7,0.56,58.08,2,20.7,6.33,2.88,0.3071,0,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.5625,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.264,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.3611,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.3199,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.4469,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.3289,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.36199,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.369,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,1.106,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.2977,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.393,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.3071,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.665,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.644,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.102,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.56,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0.363,0
197.3,1.1,37.7,0.56,60.05,2.1,6.15,5.1,1.299,0.4469,0,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.5625,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.264,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.3611,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.3199,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.4469,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.3289,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.36199,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.369,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,1.106,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.2977,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.393,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.3071,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.665,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.644,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.102,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.56,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0.363,0
197.3,1.1,37.7,0.56,46.07,1.6,24.3,5.09,1.69,0.644,0,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.5625,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.264,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.3611,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.3199,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.4469,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.3289,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.36199,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.369,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,1.106,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.2977,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.393,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.3071,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.665,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.644,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.102,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.56,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0.363,0
197.3,1.1,37.7,0.56,41.05,1.4,37.5,4.45,3.5,0.32699,0,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.5625,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.264,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.3611,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.3199,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.4469,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.3289,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.36199,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.369,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,1.106,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.2977,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.393,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.3071,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.665,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.644,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.102,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.56,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0.363,0
197.3,1.1,37.7,0.56,76.09,2.6,18.3,7.52,3.599,1.106,0,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.5625,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.264,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.3611,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.3199,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.4469,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.3289,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.36199,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.369,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,1.106,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.2977,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.393,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.3071,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.665,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.644,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.102,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.56,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0.363,0
197.3,1.1,37.7,0.56,87.12,3.01,37.6,9.64,0,0.363,0,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.5625,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.264,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.3611,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.3199,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.4469,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.3289,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.36199,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.369,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,1.106,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.2977,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.393,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.3071,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.665,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.644,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.102,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.56,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0.363,0
197.3,1.1,37.7,0.56,101.19,3.5,2.4,13.3,0.8999,0.3199,0,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.5625,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.264,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.3611,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.3199,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.4469,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.3289,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.36199,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.369,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,1.106,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.2977,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.393,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.3071,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.665,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.644,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.102,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.56,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0.363,0
197.3,1.1,37.7,0.56,92.14,3.1,2.38,12.32,0.375,0.264,0,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.5625,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.264,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.3611,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.3199,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.4469,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.3289,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.36199,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.369,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,1.106,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.2977,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.393,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.3071,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.665,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.644,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.102,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.56,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0.363,0
197.3,1.1,37.7,0.56,147.002,5.1,9.32,14.28,2.299,0.102,0,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.5625,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.264,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.3611,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.3199,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.4469,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.3289,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.36199,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.369,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,1.106,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.2977,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.393,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.3071,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.665,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.644,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.102,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.56,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0.363,0
197.3,1.1,37.7,0.56,0,0,0,0,0,0,0,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.5625,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.264,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.3611,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.3199,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.4469,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.3289,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.36199,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.369,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,1.106,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.2977,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.393,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.3071,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.665,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.644,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.102,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.56,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0.363,0
197.3,1.1,37.7,0.56,88.11,3,6.02,8.86,1.899,0.36199,0,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.5625,1
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.264,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.3611,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.3199,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.4469,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.3289,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.36199,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.369,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,1.106,1
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.2977,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.393,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.3071,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.665,1
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.644,1
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.102,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.56,1
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0.363,0
77.1,0.9,6.02,0.36199,99.13,3.4,32.3,10.6,4.09,0.3611,0,0
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.5625,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.264,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.3611,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.3199,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.4469,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.3289,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.36199,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.369,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,1.106,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.2977,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.393,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.3071,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.665,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.644,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.102,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.56,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0.363,1
77.1,0.9,6.02,0.36199,62.07,2.1,37.7,37,2.2,0.56,0,1
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.5625,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.264,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.3611,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.3199,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.4469,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.3289,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.36199,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.369,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,1.106,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.2977,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.393,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.3071,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.665,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.644,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.102,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.56,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0.363,0
77.1,0.9,6.02,0.36199,73.14,2.5,5.4,9.56,1.299,0.3289,0,0
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.5625,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.264,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.3611,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.3199,0
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.4469,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.3289,0
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.36199,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.369,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,1.106,1
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.2977,0
77.1,0.9,6.02,0.36199,108.14,3.7,1.66,12.96,1.7,0.3949,0.393,1
